,2,8,10,9,11,3,1,0,7,4,6,5
2,1.0,-0.03571366946417567,0.866697865195198,0.8635519595697518,0.6121648312073794,-0.05600835641776577,0.8079119548603725,-0.01966948040373986,0.45959035837737655,-0.21910531559932825,-0.39253793664359915,0.043284591886954694
8,-0.03571366946417567,1.0,-0.5294681866069307,0.47309757159791216,-0.812088397918387,0.9997936287492116,-0.617780772336746,0.9998711932202905,-0.9039781033990352,0.9829038341864675,0.9331680514092642,0.9968795925673211
10,0.866697865195198,-0.5294681866069307,1.0,0.49689695105047643,0.9250046163578981,-0.5465927537141149,0.9941797196114283,-0.5157844405141846,0.8413554411556255,-0.6766105120952465,-0.7990067807406588,-0.4608512709853472
9,0.8635519595697518,0.47309757159791216,0.49689695105047643,1.0,0.12990264384227257,0.4551022040232111,0.40051199373546625,0.4871766927147633,-0.05096867338501726,0.3027981398658473,0.12480895473859628,0.5411657598147255
11,0.6121648312073794,-0.812088397918387,0.9250046163578981,0.12990264384227257,1.0,-0.8237753180908414,0.9605551194099652,-0.8026181683452785,0.9836170537591014,-0.905644966945412,-0.9675607868908157,-0.7634917904208248
3,-0.05600835641776577,0.9997936287492116,-0.5465927537141149,0.4551022040232111,-0.8237753180908414,1.0,-0.6336280013851113,0.9993387960308371,-0.912477817874955,0.9864413852965683,0.9402775097827241,0.9950702551912082
1,0.8079119548603725,-0.617780772336746,0.9941797196114283,0.40051199373546625,0.9605551194099652,-0.6336280013851113,1.0,-0.6050804099263637,0.8946870037089821,-0.7520016616615914,-0.8591393594345698,-0.5537807655829914
0,-0.01966948040373986,0.9998711932202905,-0.5157844405141846,0.4871766927147633,-0.8026181683452785,0.9993387960308371,-0.6050804099263637,1.0,-0.8969990996167687,0.9798221405407844,0.927278896857538,0.9980181158058609
7,0.45959035837737655,-0.9039781033990352,0.8413554411556255,-0.05096867338501726,0.9836170537591014,-0.912477817874955,0.8946870037089821,-0.8969990996167687,1.0,-0.9672492022806062,-0.9972525547448786,-0.8674054638050134
4,-0.21910531559932825,0.9829038341864675,-0.6766105120952465,0.3027981398658473,-0.905644966945412,0.9864413852965683,-0.7520016616615914,0.9798221405407844,-0.9672492022806062,1.0,0.9833944999547937,0.9653028867948151
6,-0.39253793664359915,0.9331680514092642,-0.7990067807406588,0.12480895473859628,-0.9675607868908157,0.9402775097827241,-0.8591393594345698,0.927278896857538,-0.9972525547448786,0.9833944999547937,1.0,0.9018829778499641
5,0.043284591886954694,0.9968795925673211,-0.4608512709853472,0.5411657598147255,-0.7634917904208248,0.9950702551912082,-0.5537807655829914,0.9980181158058609,-0.8674054638050134,0.9653028867948151,0.9018829778499641,1.0
